ItemID,UPC,Description,Brand,Manufacturer,DRank,DVol,DShr,DPChg,KVol,KShr,KPChg,ACDist,RUPrice,Source,NielsenCatName,CollectionDate,SalesYr,Cntl,TotalKiloVol,KRank,TotalDVol,ClNum,PrdGroup,PrdDesc,ClassNum,ClassType,Comment
620.0421,4245600505,DEBEUKELAER PIROULINE HAZELNUT WAFER ROLLS 400 GM CART,,N V PIROUWAFER,412,"276,972",0,3%,18833,0,3%,4,$5.88,TEST,COOKIES,2015-12-09,2015,0,72719606,459,647897975,,,DEBEUKELAER PIROULINE HAZELNUT WAFER ROLLS,,,
620.0705,4245605031,DEBEUKELAER CREME DE PIROULINE DBL CHOC 400 GM TIN,,N V PIROUWAFER,696,"82,798",0,-37%,6164,0,-32%,3,$5.37,TEST,COOKIES,2015-12-09,2015,0,72719606,751,647897975,,,DEBEUKELAER CREME DE PIROULINE DBL CHOC,,,
620.1128,4245605803,DEBEUKELAER CREME DE PIROULINE DRK CHCLT WFR TIN 92GM,,N V PIROUWAFER,"1,119","21,819",0,57%,1168,0,65%,0,$1.72,TEST,COOKIES,2015-12-09,2015,0,72719606,1228,647897975,,,DEBEUKELAER CREME DE PIROULINE DRK CHCLT WFR TIN,,,
620.0325,4245605804,DEBEUKELAER CREME DE PIROULINE CHCLT HZLNT WFR TIN92GM,,N V PIROUWAFER,316,"433,438",0.1,-14%,26046,0,-14%,0,$1.53,TEST,COOKIES,2015-12-09,2015,0,72719606,402,647897975,,,DEBEUKELAER CREME DE PIROULINE CHCLT HZLNT WFR TIN,,,
620.0051,4245645880,DEBEUKELAER PIROULINE CHCLATE HAZELNUT WAFER TIN 1.1KG,,N V PIROUWAFER,42,"3,185,270",0.4,31%,412867,0,26%,NA,$8.49,TEST,COOKIES,2015-12-09,2015,0,72719606,34,647897975,,620.102,DEBEUKELAER PIROULINE CHCLATE HAZELNUT WAFER TIN,1.5105,,
760.0054,4260863045,LAKEWOOD ORGANIC PURE CARROT GLSS BTL 946 ML,,MARATHON PRODUCTS,45,"205,093",0.2,33%,29683,0,39%,24,$6.52,TEST,VEGETABLE JUICES,2015-12-09,2015,0,59637053,49,118948943,,,LAKEWOOD ORGANIC PURE CARROT GLSS BTL,,,
630.3139,4263610735,MAPLEHURST CHOCOLATE SWIRL CAKE 7IN 765GM,,READY BAKE,"3,130","3,243",0,-98%,276,0,-98%,1,$8.98,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,2928,464945210,,,MAPLEHURST CHOCOLATE SWIRL CAKE,,,
630.4302,4263612710,READY BAKE MILK CHOCOLATE CAKE 4IN 283GM,,READY BAKE,"4,293",630,0,-87%,67,0,-78%,0,$2.67,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,3890,464945210,,,READY BAKE MILK CHOCOLATE CAKE,,,
630.5604,4263664656,READY BAKE APPLE CRUMBLE PIE 9IN 1.01KG,,READY BAKE,"5,587",42,0,NA,7,0,NA,0,$6.00,TEST,BAKED DESSERTS - COMMERCIAL,2015-12-09,2015,0,55707212,5198,464945210,,,READY BAKE APPLE CRUMBLE PIE,,,
300.012,4300000079,SHAKE N BAKE ORIGINAL CHICKEN 155GM,,KRAFT,111,66,0,NA,3,0,NA,0,$4.13,TEST,COATING MIXES,2015-12-09,2015,0,1327048,111,25658725,,,SHAKE N BAKE ORIGINAL CHICKEN,,,
300.0128,4300000096,SHAKE N BAKE BBQ GLAZE 198GM,,?,119,25,0,-87%,1,0,-88%,NA,$5.00,TEST,COATING MIXES,2015-12-09,2015,0,1327048,122,25658725,,,SHAKE N BAKE BBQ GLAZE,,,
1280.0138,4300004202,JELLO CHCLT VANILLA SWIRL PUDDING SNCK SGRFREE 4X103GM,,KRAFT,129,"2,064",0,NA,214,0,NA,0,$0.99,TEST,SNACK PUDDINGS,2015-12-09,2015,0,26301372,130,111001855,,,JELLO CHCLT VANILLA SWIRL PUDDING SNCK SGRFREE,,,
1280.014,4300004205,JELLO BOSTON CREAM PIE PUDDING SNCK SUGAR FREE 4X103GM,,KRAFT,131,"1,965",0,NA,205,0,NA,0,$0.99,TEST,SNACK PUDDINGS,2015-12-09,2015,0,26301372,131,111001855,,,JELLO BOSTON CREAM PIE PUDDING SNCK SUGAR FREE,,,
1280.0172,4300004419,JELLO CHOCOLATE PUDDING 4 X 103GM,,KRAFT,163,334,0,-23%,33,0,-31%,NA,$1.06,TEST,SNACK PUDDINGS,2015-12-09,2015,0,26301372,157,111001855,,,JELLO CHOCOLATE PUDDING,,,
300.0063,4300005788,SHAKE N BAKE ORIGINAL CHICKEN 128GM,,KRAFT,54,"2,225",0,102%,62,0,93%,1,$4.62,TEST,COATING MIXES,2015-12-09,2015,0,1327048,60,25658725,,,SHAKE N BAKE ORIGINAL CHICKEN,,,
300.0107,4300005794,KRAFT SHAKE N BAKE BARBECUE MIX CANISTER 170GM,,KRAFT,98,214,0,224%,8,0,192%,0,$4.76,TEST,COATING MIXES,2015-12-09,2015,0,1327048,101,25658725,,,KRAFT SHAKE N BAKE BARBECUE MIX CANISTER,,,
300.0052,4300005801,SHAKE N BAKE EXTRA CRISPY SEASONED COATING MIX 142GM,,KRAFT,43,"4,476",0,27%,140,0,19%,1,$4.52,TEST,COATING MIXES,2015-12-09,2015,0,1327048,48,25658725,,,SHAKE N BAKE EXTRA CRISPY SEASONED COATING MIX,,,
300.0062,4300026902,OVEN FRY EXTRA CRISPY SEASONED COATING FOR CHCKN 119GM,,KRAFT,53,"2,298",0,NA,59,0,NA,0,$4.67,TEST,COATING MIXES,2015-12-09,2015,0,1327048,61,25658725,,,OVEN FRY EXTRA CRISPY SEASONED COATING FOR CHCKN,,,
1280.0023,4300096725,JELLO REFRIG PUDDING SNACKS OREO 6 X 113 GM,,KRAFT,14,"2,705,910",2.1,-14%,735515,0,-16%,82,$0.42,TEST,SNACK PUDDINGS,2015-12-09,2015,0,26301372,11,111001855,,1280.1008,JELLO REFRIG PUDDING SNACKS OREO,10.5601,,
470.0021,4300097825,GOOD SEASONS ITALIAN 4X19GM,,KRAFT,13,"12,671",0.4,1457%,123,0,1293%,0,$1.96,TEST,SALAD DRESSING - DRY,2015-12-09,2015,0,68995,12,3599370,,,GOOD SEASONS ITALIAN,,,
620.1786,4316703900,CROWN APRICOT SANDWICH FINGERS CELLO 453GM,,SCOTTOS COOKIE INC,"1,777","4,056",0,-12%,381,0,-15%,0,$4.82,TEST,COOKIES,2015-12-09,2015,0,72719606,1639,647897975,,,CROWN APRICOT SANDWICH FINGERS CELLO,,,
620.1396,4316703901,CROWN FUDGE FINGERS CHOCOLATE COVERED CELLO 453GM,,SCOTTOS COOKIE INC,"1,387","9,686",0,-1%,865,0,-9%,1,$5.07,TEST,COOKIES,2015-12-09,2015,0,72719606,1331,647897975,,,CROWN FUDGE FINGERS CHOCOLATE COVERED CELLO,,,
620.1467,4316703902,CROWN FINGER FUDGE COOKIES CELLO 453GM,,SCOTTOS COOKIE INC,"1,458","8,163",0,-12%,723,0,-20%,1,$5.11,TEST,COOKIES,2015-12-09,2015,0,72719606,1401,647897975,,,CROWN FINGER FUDGE COOKIES CELLO,,,
620.193,4316703903,CROWN.FINGER SPRINKLE COOKIES CELLO 453GM,,SCOTTOS COOKIE INC,"1,920","3,037",0,-33%,264,0,-43%,1,$5.21,TEST,COOKIES,2015-12-09,2015,0,72719606,1819,647897975,,,CROWN.FINGER SPRINKLE COOKIES CELLO,,,
620.1892,4316703904,CROWN LARGE FINGER ASSORTED COOKIES CELLO 453GM,,SCOTTOS COOKIE INC,"1,883","3,332",0,-24%,296,0,-35%,1,$5.11,TEST,COOKIES,2015-12-09,2015,0,72719606,1772,647897975,,,CROWN LARGE FINGER ASSORTED COOKIES CELLO,,,
620.2013,4316703905,CROWN RASPBERRY SANDWICH COOKIES CELLO 453GM,,SCOTTOS COOKIE INC,"2,004","2,528",0,-29%,227,0,-38%,0,$5.05,TEST,COOKIES,2015-12-09,2015,0,72719606,1898,647897975,,,CROWN RASPBERRY SANDWICH COOKIES CELLO,,,
620.1157,4316703906,CROWN SMALL ASSORTED COOKIES CELLO 453GM,,SCOTTOS COOKIE INC,"1,148","20,498",0,18%,1814,0,9%,1,$5.12,TEST,COOKIES,2015-12-09,2015,0,72719606,1093,647897975,,,CROWN SMALL ASSORTED COOKIES CELLO,,,
620.1967,4316703915,CROWN PARTY ASSORTED TRAY 907GM,,SCOTTOS COOKIE INC,"1,958","2,809",0,25%,214,0,23%,0,$11.92,TEST,COOKIES,2015-12-09,2015,0,72719606,1916,647897975,,,CROWN PARTY ASSORTED TRAY,,,
580.0166,4318200058,EDWARD & SON ORGANIC LIGHTLY SALTED BREAD CRUMBS 425GM,,EDWARD&SON,157,67,0,-76%,5,0,-67%,NA,$5.98,TEST,BREAD CRUMBS & CORN FLAKES,2015-12-09,2015,0,2905775,159,21814228,,,EDWARD & SON ORGANIC LIGHTLY SALTED BREAD CRUMBS,,,
580.0162,4318200059,EDWARD & SON ORGANIC ITALIAN HERB BREADCRUMBS 425G,,EDWARD&SON,153,115,0,5%,8,0,28%,NA,$6.32,TEST,BREAD CRUMBS & CORN FLAKES,2015-12-09,2015,0,2905775,153,21814228,,,EDWARD & SON ORGANIC ITALIAN HERB BREADCRUMBS,,,
30.0518,4318200061,EDWARD&SON SPRING ONION JASMINE RICE TOAST CARTON 65GM,,EDWARD&SON,509,"4,659",0,NA,83,0,NA,1,$3.64,TEST,CRACKERS,2015-12-09,2015,0,46807543,617,513945224,,,EDWARD&SON SPRING ONION JASMINE RICE TOAST CARTON,,,
30.0474,4318200062,EDWARD&SON SESAME SEED PURPLE RICE TOAST CARTON 65GM,,EDWARD&SON,465,"7,460",0,NA,134,0,NA,1,$3.62,TEST,CRACKERS,2015-12-09,2015,0,46807543,581,513945224,,,EDWARD&SON SESAME SEED PURPLE RICE TOAST CARTON,,,
30.0617,4318200063,EDWARD&SON FLAX SEED THAI RED RICE TOAST CARTON 65GM,,EDWARD&SON,608,"1,719",0,NA,37,0,NA,NA,$3.05,TEST,CRACKERS,2015-12-09,2015,0,46807543,712,513945224,,,EDWARD&SON FLAX SEED THAI RED RICE TOAST CARTON,,,
220.0324,4318200070,EDWARD & SON HOMESTYLE MASHED POTATOES GLUTEN FREE 1KG,,EDWARD&SON,315,209,0,-61%,58,0,-62%,NA,$3.58,TEST,SIDE DISHES,2015-12-09,2015,0,38093632,267,281284747,,,EDWARD & SON HOMESTYLE MASHED POTATOES GLUTEN FREE,,,
220.0282,4318200071,EDWARD&SON ROASTED GARLIC MASHED POTATOES 100GM,,EDWARD&SON,273,"1,005",0,NA,30,0,NA,0,$3.40,TEST,SIDE DISHES,2015-12-09,2015,0,38093632,286,281284747,,,EDWARD&SON ROASTED GARLIC MASHED POTATOES,,,
220.0361,4318200072,EDWARD & SON MASHED POTATOES CHREESY GLUTN FREE 1KG,,EDWARD&SON,352,29,0,-3%,8,0,0%,NA,$3.82,TEST,SIDE DISHES,2015-12-09,2015,0,38093632,317,281284747,,,EDWARD & SON MASHED POTATOES CHREESY GLUTN FREE,,,
930.0091,4318200091,EDWARD & SON MISO LITE SALT 29GM,,EDWARD&SON,82,"31,821",0,0%,142,0,-1%,4,$6.50,TEST,SOUP MIXES - DRY,2015-12-09,2015,0,4732420,225,63572377,,,EDWARD & SON MISO LITE SALT,,,
930.0076,4318200092,EDWARD & SON MISO TRADITIONAL 36GM,,EDWARD&SON,67,"53,891",0.1,20%,294,0,16%,5,$6.59,TEST,SOUP MIXES - DRY,2015-12-09,2015,0,4732420,181,63572377,,,EDWARD & SON MISO TRADITIONAL,,,
930.0419,4318200098,EDWARD & SON MISO CUP 84GM,,EDWARD&SON,410,96,0,-79%,2,0,-84%,NA,$5.33,TEST,SOUP MIXES - DRY,2015-12-09,2015,0,4732420,423,63572377,,,EDWARD & SON MISO CUP,,,
1190.1101,4318200830,NATIVE FOREST ORGANIC BABY CORN CUT 400GM,,EDWARD&SON,"1,092",126,0,-34%,12,0,-44%,NA,$4.34,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1099,108314708,,,NATIVE FOREST ORGANIC BABY CORN CUT,,,
1190.0996,4318200890,NATIVE FOREST HEARTS OF PALM 400 GM,,EDWARD&SON,987,247,0,-46%,22,0,-33%,0,$4.57,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1008,108314708,,,NATIVE FOREST HEARTS OF PALM,,,
1190.0986,4318200891,NATIVE FOREST QUARTERED ARTICHOKE 240GM,,EDWARD&SON,977,256,0,-45%,11,0,-49%,NA,$5.57,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1111,108314708,,,NATIVE FOREST QUARTERED ARTICHOKE,,,
1190.1091,4318200892,NATIVE FOREST WHOLE ARTICHOKE HEARTS 278 GM,,EDWARD&SON,"1,081",135,0,-2%,7,0,-8%,NA,$5.63,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1167,108314708,,,NATIVE FOREST WHOLE ARTICHOKE HEARTS,,,
1190.0918,4318200894,NATIVE FOREST ARTICHOKE MARINATED 184GM,,EDWARD&SON,909,368,0,-25%,14,0,-30%,NA,$4.91,TEST,VEGETABLES - C&B,2015-12-09,2015,0,27026211,1075,108314708,,,NATIVE FOREST ARTICHOKE MARINATED,,,
890.0315,4318201391,EDWARD & SON BOUILLON NOT CHICKEN 72GM,,EDWARD&SON,306,30,0,NA,1,0,NA,NA,$4.29,TEST,BOUILLON PRODUCTS,2015-12-09,2015,0,2999764,315,52000055,,,EDWARD & SON BOUILLON NOT CHICKEN,,,
500.1133,4321900009,FAIRMOUNT BAGELS PLAIN 3 X 6S 432GM,,FAIRMOUNT BAGEL BKRY,"1,124","6,405",0,-50%,955,0,-50%,NA,$2.90,TEST,ROLLS - COMMERCIAL,2015-12-09,2015,0,93354607,1151,508255766,,,FAIRMOUNT BAGELS PLAIN,,,
550.0092,4335400750,MANNYS FLOUR FAJITA 8S 482GM,,MANNYS FOOD,83,"195,590",0.1,16%,22568,0,15%,6,$4.18,TEST,TORTILLA/WRAPS - COMMERCIAL,2015-12-09,2015,0,18642829,78,139811562,,,MANNYS FLOUR FAJITA,,,
550.0071,4335400760,MANNYS TORTILLAS FLOUR 10S 284GM,,MANNYS FOOD,62,"309,495",0.2,16%,30456,0,16%,10,$2.89,TEST,TORTILLA/WRAPS - COMMERCIAL,2015-12-09,2015,0,18642829,68,139811562,,,MANNYS TORTILLAS FLOUR,,,
550.0054,4335400766,MANNYS FLOUR BURRITO 8S 482GM,,MANNYS FOOD,45,"645,823",0.3,19%,73453,0,20%,13,$4.24,TEST,TORTILLA/WRAPS - COMMERCIAL,2015-12-09,2015,0,18642829,44,139811562,,550.1044,MANNYS FLOUR BURRITO,1.5301,,
550.0101,4335427615,MANNYS TORTILLAS WHOLE WHEAT 454GM,,MANNYS FOOD,92,"152,542",0.1,9%,16691,0,9%,9,$4.15,TEST,TORTILLA/WRAPS - COMMERCIAL,2015-12-09,2015,0,18642829,91,139811562,,,MANNYS TORTILLAS WHOLE WHEAT,,,
550.0069,4335427616,MANNYS TORTILLAS STONE GROUND CORN 10S 255GM,,MANNYS FOOD,60,"339,205",0.2,20%,32479,0,14%,10,$2.66,TEST,TORTILLA/WRAPS - COMMERCIAL,2015-12-09,2015,0,18642829,63,139811562,,,MANNYS TORTILLAS STONE GROUND CORN,,,
100.1659,4342600195,TNUVA FETA SHEEP 200GM (IMP),,TNUVA,"1,649",21,0,NA,1,0,NA,NA,$5.00,TEST,NATURAL CHEESE - EXACT WEIGHT DELI,2015-12-09,2015,0,27176246,1643,635158456,,,TNUVA FETA SHEEP,,,
350.3607,4342700063,LIEBER HONEY 255GM,,LIEBER,"3,594",16,0,-84%,2,0,-79%,NA,$2.00,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,3481,1599305982,,,LIEBER HONEY,,,
350.2636,4342700070,LIEBER HOT FRIES 141GM,,LIEBER,"2,627",854,0,-1%,45,0,-19%,0,$2.66,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,2552,1599305982,,,LIEBER HOT FRIES,,,
620.212,4342700101,LIEBER COCONUT CREAM SANDWICH CELLO 227GM,,LIEBER,"2,111","2,047",0,NA,158,0,NA,0,$2.94,TEST,COOKIES,2015-12-09,2015,0,72719606,2028,647897975,,,LIEBER COCONUT CREAM SANDWICH CELLO,,,
350.2749,4342700119,LIEBER SWEET POTATO CHIPS 790GM,,LIEBER,"2,739",625,0,158%,119,0,160%,NA,$4.14,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,2183,1599305982,,,LIEBER SWEET POTATO CHIPS,,,
750.003,4342700145,LIEBER TOMATO JUICE PLASTIC BOTTLE 946ML,,LIEBER,21,349,0,86%,157,0,46%,NA,$2.10,TEST,TOMATO JUICE,2015-12-09,2015,0,15565812,19,23437114,,,LIEBER TOMATO JUICE PLASTIC BOTTLE,,,
750.0036,4342700146,LIEBER NO SALT ADDED TOMATO JUICE PLASTIC BOTTLE 946ML,,LIEBER,27,192,0,611%,78,0,826%,NA,$2.33,TEST,TOMATO JUICE,2015-12-09,2015,0,15565812,23,23437114,,,LIEBER NO SALT ADDED TOMATO JUICE PLASTIC BOTTLE,,,
1180.0291,4342700155,LIEBER CRUSHED W/BASIL 790ML,,LIEBER,282,509,0,NA,119,0,NA,NA,$3.36,TEST,TOMATOES - C&B,2015-12-09,2015,0,47594011,286,93971081,,,LIEBER CRUSHED W/BASIL,,,
1180.0285,4342700203,LIEBER CRUSHED W/GARLIC 340ML,,LIEBER,276,577,0,NA,54,0,NA,0,$3.62,TEST,TOMATOES - C&B,2015-12-09,2015,0,47594011,324,93971081,,,LIEBER CRUSHED W/GARLIC,,,
370.0376,4342700276,LIEBER CHOPPED WALNUTS 225GM,,LIEBER,367,674,0,114%,21,0,89%,0,$7.28,TEST,BAKING NUTS,2015-12-09,2015,0,911466,365,24744827,,,LIEBER CHOPPED WALNUTS,,,
300.0086,4342700287,LIEBER CRUMBS COATING 77GM,,LIEBER,77,829,0,284%,29,0,276%,NA,$2.24,TEST,COATING MIXES,2015-12-09,2015,0,1327048,79,25658725,,,LIEBER CRUMBS COATING,,,
10.0702,4342700357,LIEBER ORIGINAL GRANOLA CEREAL 198GM,,LIEBER,693,554,0,69%,19,0,44%,0,$5.66,TEST,RTE CEREALS,2015-12-09,2015,0,134061149,719,1077237850,,,LIEBER ORIGINAL GRANOLA CEREAL,,,
10.0728,4342700358,LIEBER CHOCOLATE CHIP GRANOLA CEREAL 198GM,,LIEBER,719,403,0,26%,14,0,7%,NA,$5.61,TEST,RTE CEREALS,2015-12-09,2015,0,134061149,738,1077237850,,,LIEBER CHOCOLATE CHIP GRANOLA CEREAL,,,
10.0768,4342700359,LIEBER CRANBERRY CRAISINS GRANOLA CEREAL 198GM,,LIEBER,759,199,0,55%,9,0,79%,NA,$4.61,TEST,RTE CEREALS,2015-12-09,2015,0,134061149,763,1077237850,,,LIEBER CRANBERRY CRAISINS GRANOLA CEREAL,,,
1180.031,4342700404,LIEBER PUREE 425ML,,LIEBER,301,310,0,NA,75,0,NA,0,$1.74,TEST,TOMATOES - C&B,2015-12-09,2015,0,47594011,310,93971081,,,LIEBER PUREE,,,
930.0417,4342700458,LIEBER CREAM OF VEGETABLE CRTN 2S 100GM,,LIEBER,407,103,0,NA,3,0,NA,NA,$3.09,TEST,SOUP MIXES - DRY,2015-12-09,2015,0,4732420,414,63572377,,,LIEBER CREAM OF VEGETABLE CRTN,,,
930.0379,4342700459,LIEBER NY CHICKEN NOODLE SOUP 113 GM,,LIEBER,370,221,0,-43%,7,0,-39%,0,$3.34,TEST,SOUP MIXES - DRY,2015-12-09,2015,0,4732420,383,63572377,,,LIEBER NY CHICKEN NOODLE SOUP,,,
1480.0568,4342700461,LIEBER SWEET & SOUR DUCK SAUCE 1.14LT,,LIEBER,559,386,0,NA,85,0,NA,0,$5.13,TEST,ORIENTAL SAUCES,2015-12-09,2015,0,10074810,441,71709274,,,LIEBER SWEET & SOUR DUCK SAUCE,,,
1330.0247,4342700463,LIEBER BBQ SAUCE ORIGINAL 540ML,,LIEBER,238,701,0,196%,85,0,127%,0,$4.42,TEST,BARBECUE SAUCES,2015-12-09,2015,0,11910699,218,61287672,,,LIEBER BBQ SAUCE ORIGINAL,,,
1330.0347,4342700464,LIEBER BBQ SAUCE HOT & SPICY 540ML,,LIEBER,338,194,0,35%,30,0,24%,0,$3.50,TEST,BARBECUE SAUCES,2015-12-09,2015,0,11910699,291,61287672,,,LIEBER BBQ SAUCE HOT & SPICY,,,
1330.0312,4342700465,LIEBER BBQ SAUCE HOMESTYLE 539ML,,LIEBER,303,356,0,97%,55,0,76%,NA,$3.48,TEST,BARBECUE SAUCES,2015-12-09,2015,0,11910699,245,61287672,,,LIEBER BBQ SAUCE HOMESTYLE,,,
1330.0315,4342700466,LIEBERS BOLD BBQ SAUCE 532ML,,LIEBER,306,347,0,48%,53,0,33%,NA,$3.46,TEST,BARBECUE SAUCES,2015-12-09,2015,0,11910699,248,61287672,,,LIEBERS BOLD BBQ SAUCE,,,
1330.035,4342700467,LIEBER BBQ SAUCE SWEET & SOUR 540ML,,LIEBER,341,183,0,-6%,29,0,-6%,0,$3.36,TEST,BARBECUE SAUCES,2015-12-09,2015,0,11910699,296,61287672,,,LIEBER BBQ SAUCE SWEET & SOUR,,,
1330.0343,4342700468,LIEBER BBQ SAUCE GARLIC & ONION 539ML,,LIEBER,334,215,0,-4%,33,0,-9%,NA,$3.47,TEST,BARBECUE SAUCES,2015-12-09,2015,0,11910699,282,61287672,,,LIEBER BBQ SAUCE GARLIC & ONION,,,
350.2068,4342700470,LIEBER NY KETTLE POTATO CHIPS REGULAR 155GM,,LIEBER,"2,059","3,464",0,38%,270,0,34%,0,$1.99,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,1866,1599305982,,,LIEBER NY KETTLE POTATO CHIPS REGULAR,,,
350.2172,4342700471,LIEBER NY KETTLE POTATO CHIPS BBQ 155GM,,LIEBER,"2,163","2,624",0,8%,208,0,3%,0,$1.96,TEST,SNACK FOODS,2015-12-09,2015,0,132188520,1958,1599305982,,,LIEBER NY KETTLE POTATO CHIPS BBQ,,,
620.3452,4342700485,LIEBER MARBLE COOKIES 200GM CELLO,,LIEBER,"3,442",102,0,-64%,2,0,-69%,NA,$9.27,TEST,COOKIES,2015-12-09,2015,0,72719606,3719,647897975,,,LIEBER MARBLE COOKIES,,,
620.3247,4342700486,LIEBER LEMON COOKIES 200GM CELLO,,LIEBER,"3,236",185,0,-28%,7,0,13%,0,$5.26,TEST,COOKIES,2015-12-09,2015,0,72719606,3368,647897975,,,LIEBER LEMON COOKIES,,,
1380.0201,4342700508,LIEBER IMITATION KP 240GM,,LIEBER,192,"2,106",0,6%,92,0,-5%,0,$5.50,TEST,MUSTARD - PREPARED,2015-12-09,2015,0,7374809,204,51891440,,,LIEBER IMITATION KP,,,
1380.0295,4342700513,LIEBER IMITATION DELI 240GM,,LIEBER,286,672,0,-56%,65,0,-15%,0,$2.47,TEST,MUSTARD - PREPARED,2015-12-09,2015,0,7374809,230,51891440,,,LIEBER IMITATION DELI,,,
1440.0854,4342700604,LIEBER OLIVE DIP TAPENADE 340GM,,LIEBER,845,666,0,32%,39,0,4%,0,$5.73,TEST,DIPS - PREPARED,2015-12-09,2015,0,21888036,826,269169849,,,LIEBER OLIVE DIP TAPENADE,,,
620.3768,4342700611,LIEBER COCONUT MACAROONS TIN 225GM,,LIEBER,"3,750",33,0,NA,3,0,NA,NA,$2.75,TEST,COOKIES,2015-12-09,2015,0,72719606,3690,647897975,,,LIEBER COCONUT MACAROONS TIN,,,
620.3356,4342700612,LIEBER CHOCOLATE ALMOND MACAROONS TIN 225GM,,LIEBER,"3,346",139,0,-61%,21,0,-32%,0,$1.46,TEST,COOKIES,2015-12-09,2015,0,72719606,2970,647897975,,,LIEBER CHOCOLATE ALMOND MACAROONS TIN,,,
620.3323,4342700613,LIEBER CHOCOLATE CHIP MACAROONS TIN 225GM,,LIEBER,"3,314",151,0,-74%,26,0,-46%,0,$1.31,TEST,COOKIES,2015-12-09,2015,0,72719606,2893,647897975,,,LIEBER CHOCOLATE CHIP MACAROONS TIN,,,
30.09,4342700620,LIEBER YUM YUM ORIGINAL CRACKER CARTON 140GM,,LIEBER,891,173,0,NA,5,0,NA,NA,$4.58,TEST,CRACKERS,2015-12-09,2015,0,46807543,936,513945224,,,LIEBER YUM YUM ORIGINAL CRACKER CARTON,,,
30.0949,4342700621,LIEBER YUM YUM GARLIC CRACKERS KOSHER CARTON 117GM,,LIEBER,940,115,0,NA,3,0,NA,NA,$4.56,TEST,CRACKERS,2015-12-09,2015,0,46807543,970,513945224,,,LIEBER YUM YUM GARLIC CRACKERS KOSHER CARTON,,,
30.0869,4342700622,LIEBER YUM YUM EVERYTHING CRACKER CARTON 140GM,,LIEBER,860,227,0,NA,7,0,NA,NA,$4.60,TEST,CRACKERS,2015-12-09,2015,0,46807543,904,513945224,,,LIEBER YUM YUM EVERYTHING CRACKER CARTON,,,
1370.0559,4342700625,LIEBER WORCESTERSHIRE SAUCE 283GM,,LIEBER,550,"1,049",0,15%,81,0,22%,0,$3.64,TEST,MEAT & SEAFOOD SAUCES,2015-12-09,2015,0,5960959,493,74983497,,,LIEBER WORCESTERSHIRE SAUCE,,,
1480.0693,4342700626,LIEBER TAMARI SAUCE 284ML,,LIEBER,684,90,0,-43%,6,0,-55%,0,$4.09,TEST,ORIENTAL SAUCES,2015-12-09,2015,0,10074810,704,71709274,,,LIEBER TAMARI SAUCE,,,
1550.0262,4342700627,LIEBER INSTANT HOT CHOCOLATE CANISTER 812GM,,LIEBER,253,204,0,-15%,16,0,-16%,NA,$10.10,TEST,HOT CHOCOLATE,2015-12-09,2015,0,4628165,199,48652931,,,LIEBER INSTANT HOT CHOCOLATE CANISTER,,,
1550.0248,4342700628,LIEBER HOT CHOCOLATE MIX NO SUGAR ADDED CANISTER 368GM,,LIEBER,239,273,0,-15%,10,0,-11%,NA,$9.78,TEST,HOT CHOCOLATE,2015-12-09,2015,0,4628165,224,48652931,,,LIEBER HOT CHOCOLATE MIX NO SUGAR ADDED CANISTER,,,
30.0788,4342700629,LIEBER YUM YUM SUGAR FREE GLUTEN FREE CARTON 116GM,,LIEBER,779,454,0,-13%,15,0,12%,0,$3.57,TEST,CRACKERS,2015-12-09,2015,0,46807543,825,513945224,,,LIEBER YUM YUM SUGAR FREE GLUTEN FREE CARTON,,,
320.1637,4342700638,LIEBER PIZZA SEASONING 70GM,,LIEBER,"1,628",286,0,19%,9,0,19%,0,$2.09,TEST,SEASONINGS & SALAD TOPPINGS,2015-12-09,2015,0,5189218,1520,124986156,,,LIEBER PIZZA SEASONING,,,
1340.0065,4342700665,LIEBER SWEET CHILI SAUCE 396GM,,LIEBER,56,822,0,-4%,60,0,-7%,0,$5.42,TEST,CHILI SAUCE,2015-12-09,2015,0,3229959,59,21088968,,,LIEBER SWEET CHILI SAUCE,,,
1370.0644,4342700666,LIEBER BRISKET SAUCE 397GM,,LIEBER,635,599,0,-31%,43,0,-30%,0,$5.54,TEST,MEAT & SEAFOOD SAUCES,2015-12-09,2015,0,5960959,571,74983497,,,LIEBER BRISKET SAUCE,,,
1480.0515,4342700667,LIEBER SWEET & SOUR DIPPING SAUCE 397GM,,LIEBER,506,555,0,-17%,43,0,-15%,0,$5.15,TEST,ORIENTAL SAUCES,2015-12-09,2015,0,10074810,542,71709274,,,LIEBER SWEET & SOUR DIPPING SAUCE,,,
